patient_id,owner_id,owner_name,pet_type,breed,patient_name,gender,patient_age,date_registration,owner_phone
dog_2948,9859,Kathy Miller,Dog,Golden Retriever,DIESEL,Male,1,2024-05-02,+447338221354
dog_2020,3926,Gregory Adams,Dog,Golden Retriever,DIESEL,Male,11,2024-03-09,+447010855725
dog_6394,8611,Adam Sanchez,Dog,Golden Retriever,DOLLY,Female,15,2024-01-26,+447884351034
dog_4549,6560,Carlos Boyle,Dog,Golden Retriever,DOLLY,Female,9,2024-06-16,+447206961769
dog_5296,7536,Aaron Moore,Dog,Golden Retriever,DOLLY,Female,1,2024-08-01,+447164777617
dog_6737,6070,Jordan Johnson,Dog,Golden Retriever,EMMA,Female,1,2024-09-16,+447072955660
dog_8935,8387,Thomas Vargas,Dog,Golden Retriever,EMMA,Female,5,2024-10-30,+447126556969
dog_9017,9050,Cory Wood,Dog,Golden Retriever,EMMA,Female,9,2024-01-21,+447710153186
dog_4372,7065,Jason Davis,Dog,Golden Retriever,EMMA,Female,7,2024-11-05,+447903288349
dog_957,8652,Kim Benson,Dog,Golden Retriever,EMMA,Female,10,2024-01-20,+447856937132
dog_4760,3481,Catherine Newman,Dog,Golden Retriever,EMMA,Female,11,2024-08-07,+447400722924
dog_7182,2558,David Hunt,Dog,Golden Retriever,EMMA,Female,9,2024-03-25,+447004918715
dog_7759,8681,Peggy Brewer,Dog,Golden Retriever,FINN,Male,2,2024-05-04,+447870103625
dog_427,9936,David Wall,Dog,Golden Retriever,FINN,Male,14,2024-07-18,+447127998973
dog_8220,4900,Denise Smith,Dog,Golden Retriever,FINN,Male,13,2024-06-26,+447734223734
dog_5460,2244,Megan Davis,Dog,Golden Retriever,FINN,Male,10,2024-10-09,+447141547678
dog_6489,8850,Christopher Garcia,Dog,Golden Retriever,FINN,Male,5,2024-01-06,+447222865723
dog_1662,9352,Paul Mejia,Dog,Golden Retriever,GRACIE,Female,8,2024-06-08,+447247277302
dog_1951,5045,Chad Weaver,Dog,Golden Retriever,GRACIE,Female,6,2024-04-14,+447368182271
dog_153,7224,Derek Brown,Dog,Golden Retriever,GUS,Male,14,2024-04-25,+447814560785
dog_4234,6127,Ann Smith,Dog,Golden Retriever,GUS,Male,6,2024-03-23,+447628555306
dog_2926,8199,Aaron Jones,Dog,Golden Retriever,GUS,Male,2,2024-03-13,+447718629455
dog_588,2255,Jorge Morgan,Dog,Golden Retriever,GUS,Male,12,2024-02-05,+447340796963
dog_6685,7067,Eric Phillips,Dog,Golden Retriever,GUS,Male,2,2024-06-02,+447784263324
dog_8124,6672,Nicole Clark,Dog,Golden Retriever,HARLEY,Male,14,2024-05-08,+447287354805
dog_1470,7355,Jessica Reese,Dog,Golden Retriever,HARLEY,Male,2,2024-12-17,+447229368305
dog_8394,7146,Brooke Garcia,Dog,Golden Retriever,HARLEY,Male,3,2024-06-21,+447407891272
dog_4922,8840,Richard Smith,Dog,Golden Retriever,HARLEY,Male,15,2024-02-01,+447834820506
dog_276,2481,Kathryn Mcgee,Dog,Golden Retriever,HAZEL,Female,2,2024-02-17,+447304509191
dog_1189,3233,Paul Wolfe,Dog,Golden Retriever,HAZEL,Female,7,2024-07-01,+447805900700
dog_8520,3675,Andrew Wolf,Dog,Golden Retriever,HAZEL,Female,3,2024-04-25,+447377790460
dog_8735,1447,Charlene Jones,Dog,Golden Retriever,HAZEL,Female,9,2024-04-16,+447876809643
dog_5365,8527,Kelly Soto,Dog,Golden Retriever,HAZEL,Female,3,2024-12-31,+447488651015
dog_4303,6580,Michelle Shepard,Dog,Golden Retriever,JACK,Male,4,2024-01-21,+447383577724
dog_6278,6783,Sarah Duncan,Dog,Golden Retriever,JACK,Male,1,2024-12-11,+447969355640
dog_7162,1399,Patrick Shepard,Dog,Golden Retriever,JASPER,Male,15,2024-02-24,+447263686021
dog_2240,4950,Ronnie Hardin,Dog,Golden Retriever,JASPER,Male,10,2024-10-20,+447293652555
dog_3273,3521,Kelly Anderson,Dog,Golden Retriever,JASPER,Male,14,2024-10-07,+447546112644
dog_5844,7882,Alexa Ramirez,Dog,Golden Retriever,JASPER,Male,5,2024-09-25,+447938565136
dog_1924,2830,Elizabeth Salazar,Dog,Golden Retriever,JASPER,Male,10,2024-01-13,+447460511223
dog_1984,7177,Melissa Moore,Dog,Golden Retriever,JASPER,Male,11,2024-06-23,+447090780397
dog_3804,4272,John Wilson,Dog,Golden Retriever,JASPER,Male,12,2024-06-09,+447400323295
dog_6252,8620,Nicole Riley,Dog,Golden Retriever,LEO,Male,11,2024-05-07,+447957127013
dog_5781,7156,Angela Burton,Dog,Golden Retriever,LEO,Male,4,2024-06-04,+447490636699
dog_1195,8227,Christine Caldwell,Dog,Golden Retriever,LEO,Male,11,2024-09-23,+447389502848
dog_3016,5463,Bradley Martinez,Dog,Golden Retriever,LILLY,Female,2,2024-05-30,+447018539877
dog_2786,4755,Sherri Huffman,Dog,Golden Retriever,LILLY,Female,4,2024-10-07,+447418434518
dog_1553,4268,Ralph Holmes,Dog,Golden Retriever,LILY,Female,1,2024-07-19,+447561490020
dog_1931,4726,Roger Jones,Dog,Golden Retriever,LILY,Female,13,2024-07-06,+447265448266
dog_705,3829,Natalie Swanson,Dog,Golden Retriever,LILY,Female,3,2024-11-17,+447608264144
dog_567,8564,Timothy Kennedy,Dog,Golden Retriever,LILY,Female,8,2024-07-08,+447809377365
dog_4747,1528,Melissa Gonzales,Dog,Golden Retriever,LILY,Female,3,2024-07-31,+447040196816
dog_1273,1556,Elizabeth Morris,Dog,Golden Retriever,LILY,Female,12,2024-10-18,+447098853022
dog_2556,3804,Anna Oliver,Dog,Golden Retriever,LILY,Female,12,2024-03-02,+447971155404
dog_306,8599,Nancy Gillespie,Dog,Golden Retriever,LOTTIE,Female,2,2024-05-30,+447000320410
dog_7403,1624,Jennifer Rodriguez,Dog,Golden Retriever,LOTTIE,Female,4,2024-01-01,+447838352965
dog_1206,5901,Mrs. Sheila Medina,Dog,Golden Retriever,LOTTIE,Female,5,2024-10-18,+447142873281
dog_4736,8560,Robert Smith,Dog,Golden Retriever,LOTTIE,Female,1,2024-01-04,+447826439709
dog_4290,8012,Maria West,Dog,Golden Retriever,LOTTIE,Female,10,2024-09-28,+447682181653
dog_4430,4877,Brandy Griffin,Dog,Golden Retriever,LUCY,Female,7,2024-05-20,+447423726694
dog_8361,4209,Leslie Wilson,Dog,Golden Retriever,LUCY,Female,6,2024-09-30,+447558202055
dog_3255,8879,Amber Mckay,Dog,Golden Retriever,LUCY,Female,11,2024-03-25,+447101451666
dog_5742,2177,Erika Brown,Dog,Golden Retriever,LUCY,Female,3,2024-09-27,+447853224565
dog_1007,4822,Mary Ryan,Dog,Golden Retriever,LUKE,Male,14,2024-07-25,+447651409825
dog_92,4984,Sierra Woods,Dog,Golden Retriever,LUKE,Male,7,2024-07-10,+447983469024
dog_8174,6534,Nicholas Ferguson,Dog,Golden Retriever,LUNA,Female,4,2024-04-28,+447869853679
dog_2601,3087,Carolyn Cortez,Dog,Golden Retriever,LUNA,Female,13,2024-10-01,+447048882021
dog_7775,6819,Kimberly Miller,Dog,Golden Retriever,LUNA,Female,13,2024-11-18,+447210598842
dog_5297,9304,James White,Dog,Golden Retriever,MABEL,Female,13,2024-02-25,+447268586033
dog_2985,6279,Steven Ramirez,Dog,Golden Retriever,MABEL,Female,8,2024-04-22,+447784549349
dog_8586,7664,Jeff Chen,Dog,Golden Retriever,MABEL,Female,4,2024-12-21,+447029548829
dog_6259,9460,Andrew Carroll PhD,Dog,Golden Retriever,MABEL,Female,12,2024-12-10,+447398381015
dog_8666,8385,Alexandria Lee,Dog,Golden Retriever,MADDIE,Female,9,2024-10-25,+447121846461
dog_1831,7805,Meghan Smith,Dog,Golden Retriever,MADDIE,Female,8,2024-02-24,+447715293416
dog_4359,3246,Scott Dawson,Dog,Golden Retriever,MADDIE,Female,1,2024-10-30,+447364600103
dog_9287,9240,Kimberly Pena,Dog,Golden Retriever,MAGGIE,Female,4,2024-02-21,+447892749484
dog_3671,3081,Steve James,Dog,Golden Retriever,MAGGIE,Female,10,2024-05-14,+447402915669
dog_342,7007,Angela Kim,Dog,Golden Retriever,MAGGIE,Female,1,2024-09-28,+447140372958
dog_5025,8012,Maria West,Dog,Golden Retriever,MAVERICK,Male,12,2024-07-21,+447682181653
dog_3332,8531,Lisa Jenkins,Dog,Golden Retriever,MAVERICK,Male,8,2024-05-05,+447082194800
dog_6565,1318,Brandi Mcgee,Dog,Golden Retriever,MAX,Male,12,2024-07-14,+447462552216
dog_543,7735,James Robinson,Dog,Golden Retriever,MAX,Male,5,2024-03-02,+447865627624
dog_7670,4672,Jacob Walters,Dog,Golden Retriever,MAX,Male,14,2024-09-16,+447146951760
dog_6933,9075,Annette Peck,Dog,Golden Retriever,MAXIMUS,Male,10,2024-03-26,+447711336211
dog_1330,4352,Kenneth Dillon,Dog,Golden Retriever,MAXIMUS,Male,12,2024-01-12,+447076180052
dog_7161,2021,Dustin Woods,Dog,Golden Retriever,MAXIMUS,Male,2,2024-03-25,+447985199204
dog_4390,2274,Joshua Wilson,Dog,Golden Retriever,MAXIMUS,Male,2,2024-03-21,+447940480660
dog_3056,4053,Mary Freeman,Dog,Golden Retriever,MAYA,Female,5,2024-07-08,+447550358532
dog_5670,9760,Joshua Smith,Dog,Golden Retriever,MAYA,Female,7,2024-10-06,+447591855955
dog_4023,6944,Robert Whitaker,Dog,Golden Retriever,MIA,Female,12,2024-12-22,+447949271837
dog_615,2950,Amy Walker,Dog,Golden Retriever,MIA,Female,5,2024-06-23,+447042393643
dog_5997,2230,Jessica Salazar,Dog,Golden Retriever,MIA,Female,11,2024-03-13,+447715452588
dog_1313,7086,Robyn Bryant,Dog,Golden Retriever,MIA,Female,5,2024-03-01,+447770451343
dog_7656,5873,Amy Gordon,Dog,Golden Retriever,MILO,Male,4,2024-04-24,+447796152608
dog_1751,6058,Jesse Dennis,Dog,Golden Retriever,MILO,Male,1,2024-12-22,+447331453154
dog_643,4335,David Newman,Dog,Golden Retriever,MILO,Male,11,2024-08-19,+447196541964
dog_4452,8025,Natasha Benitez,Dog,Golden Retriever,MOLLY,Female,2,2024-08-19,+447993981518
dog_6696,4261,Christina Parker,Dog,Golden Retriever,MOLLY,Female,2,2024-10-24,+447067634495
dog_712,9986,Theresa Woodard,Dog,Golden Retriever,MOLLY,Female,3,2024-03-25,+447034732381
dog_6671,6529,Jordan Frost,Dog,Golden Retriever,MOLLY,Female,10,2024-10-25,+447641434483
dog_117,7632,Natalie Oconnell,Dog,Golden Retriever,NINA,Female,12,2024-01-12,+447523601587
dog_8103,8165,Patrick Hall,Dog,Golden Retriever,NINA,Female,10,2024-01-05,+447884163400
dog_2638,4232,Leah Carlson,Dog,Golden Retriever,NINA,Female,13,2024-09-07,+447184967476
dog_9276,3304,Raven Gutierrez,Dog,Golden Retriever,OLIVE,Female,9,2024-11-09,+447732310123
dog_1771,6431,Christina Graham,Dog,Golden Retriever,OLIVE,Female,9,2024-09-08,+447342114183
dog_1295,1827,Amy Garcia,Dog,Golden Retriever,OLIVE,Female,6,2024-07-27,+447767316327
dog_3066,8162,Destiny Delacruz,Dog,Golden Retriever,OLIVE,Female,1,2024-03-13,+447789797569
dog_7188,5983,Jennifer Chandler,Dog,Golden Retriever,OLIVE,Female,11,2024-12-30,+447010309292
dog_6307,8213,Katie Snow,Dog,Golden Retriever,OLIVE,Female,12,2024-05-23,+447488194510
dog_6919,6351,Phillip Evans,Dog,Golden Retriever,OLIVE,Female,7,2024-12-13,+447187654833
dog_180,8879,Amber Mckay,Dog,Golden Retriever,OLIVER,Male,5,2024-10-12,+447101451666
dog_936,9642,William Marquez,Dog,Golden Retriever,OLIVER,Male,7,2024-05-06,+447662549032
dog_3772,3551,Jennifer Blankenship,Dog,Golden Retriever,OLIVER,Male,10,2024-04-22,+447892687519
dog_2856,2940,Mrs. Dana Mcintosh,Dog,Golden Retriever,OLIVER,Male,12,2024-11-26,+447888565315
dog_4522,4814,Sandra Bailey,Dog,Golden Retriever,OLIVER,Male,6,2024-11-03,+447224295778
dog_6395,7980,Jaime Marshall,Dog,Golden Retriever,OSCAR,Male,3,2024-11-22,+447124710192
dog_3928,4733,Stephen Clark,Dog,Golden Retriever,OSCAR,Male,2,2024-06-03,+447043802851
dog_1685,5147,Janice Wolf,Dog,Golden Retriever,OSCAR,Male,2,2024-10-29,+447291307070
dog_8116,6733,Erika Copeland,Dog,Golden Retriever,OSCAR,Male,7,2024-05-31,+447027447980
dog_983,7167,Connie Brown,Dog,Golden Retriever,OSCAR,Male,11,2024-05-23,+447247203171
dog_8886,8700,Cynthia Booker,Dog,Golden Retriever,OSCAR,Male,15,2024-10-27,+447456293165
dog_2198,1225,Jason Bennett,Dog,Golden Retriever,OSCAR,Male,6,2024-04-01,+447973720841
dog_1052,8687,Joshua Garcia,Dog,Golden Retriever,OSCAR,Male,1,2024-12-27,+447046243101
dog_5110,3920,Dillon Huang,Dog,Golden Retriever,OSCAR,Male,10,2024-05-22,+447048157343
dog_2986,4151,Matthew Moore,Dog,Golden Retriever,PENNY,Female,4,2024-11-04,+447170991812
dog_2672,9253,Tracy Ingram,Dog,Golden Retriever,PENNY,Female,6,2024-12-13,+447755226424
dog_7398,2996,Kevin Lawrence,Dog,Golden Retriever,PENNY,Female,3,2024-11-08,+447634937738
dog_6180,8685,Linda Powell,Dog,Golden Retriever,PENNY,Female,6,2024-12-16,+447592253926
dog_2861,2024,Steve Brown,Dog,Golden Retriever,PENNY,Female,13,2024-07-13,+447741236008
dog_8901,2953,Catherine Moore,Dog,Golden Retriever,PIPER,Female,15,2024-04-13,+447841528387
dog_2661,5798,Fernando Page,Dog,Golden Retriever,PIPER,Female,1,2024-01-23,+447320426830
dog_8671,2430,Joel Wallace,Dog,Golden Retriever,PIPER,Female,3,2024-12-07,+447640589719
dog_9232,2107,Brenda Jones,Dog,Golden Retriever,PIPER,Female,15,2024-10-23,+447848317087
dog_2781,8951,Mariah Sandoval DDS,Dog,Golden Retriever,POPPY,Female,15,2024-07-29,+447494534773
dog_4074,5278,Carmen Swanson,Dog,Golden Retriever,POPPY,Female,6,2024-02-05,+447005807635
dog_5404,4287,Andrea Clark,Dog,Golden Retriever,POPPY,Female,8,2024-12-28,+447801350412
dog_5659,7926,Travis Beard,Dog,Golden Retriever,POPPY,Female,9,2024-05-20,+447377171398
dog_3014,4554,Kristin Cowan,Dog,Golden Retriever,POPPY,Female,13,2024-03-05,+447968737420
dog_1416,3754,Jacqueline Wilson,Dog,Golden Retriever,REX,Male,8,2024-10-04,+447294555179
dog_2870,4412,Chloe Vaughan,Dog,Golden Retriever,REX,Male,3,2024-06-04,+447665279759
dog_3472,7862,Michael Oliver,Dog,Golden Retriever,REX,Male,9,2024-01-25,+447057153758
dog_3615,9284,Cody Murray,Dog,Golden Retriever,REX,Male,7,2024-06-13,+447880294469
dog_1096,7857,Connie Turner,Dog,Golden Retriever,RILEY,Male,1,2024-10-18,+447853733486
dog_5969,8684,Paul Gilbert,Dog,Golden Retriever,RILEY,Male,7,2024-01-07,+447122509902
dog_3849,9325,Amanda Snyder,Dog,Golden Retriever,RILEY,Male,15,2024-09-24,+447617573930
dog_589,8118,Roy Wilson,Dog,Golden Retriever,RILEY,Male,9,2024-02-06,+447061204221
dog_4664,7479,Daniel Harris,Dog,Golden Retriever,RILEY,Male,10,2024-01-28,+447007641741
dog_3188,3933,Jessica Miller,Dog,Golden Retriever,RILEY,Male,13,2024-02-16,+447570150768
dog_7416,5349,Alan Martinez,Dog,Golden Retriever,RILEY,Male,9,2024-12-18,+447354355624
dog_6068,7930,Reginald Nielsen,Dog,Golden Retriever,RILEY,Male,13,2024-02-01,+447420892318
dog_417,3359,Wesley Washington,Dog,Golden Retriever,RILEY,Male,11,2024-01-19,+447966181204
dog_5666,7320,Jason Valdez,Dog,Golden Retriever,RILEY,Male,13,2024-01-22,+447254499329
dog_3306,5199,Sheri Stewart,Dog,Golden Retriever,ROSIE,Female,9,2024-02-02,+447444896023
dog_823,4163,David Garner,Dog,Golden Retriever,ROSIE,Female,4,2024-05-04,+447442948154
dog_6331,4070,Laura Brown,Dog,Golden Retriever,ROSIE,Female,13,2024-04-22,+447565225996
dog_7966,6669,Candace Harris,Dog,Golden Retriever,ROSIE,Female,7,2024-01-06,+447729121934
dog_614,6206,Gary Carey,Dog,Golden Retriever,ROSIE,Female,10,2024-03-19,+447318466853
dog_5917,4737,Robert Sanchez,Dog,Golden Retriever,ROXY,Female,13,2024-01-15,+447169682995
dog_6902,5137,Deanna Bernard,Dog,Golden Retriever,RUBY,Female,14,2024-11-14,+447889561963
dog_9258,2099,Christopher Lara,Dog,Golden Retriever,RUBY,Female,10,2024-05-30,+447252826995
dog_6718,1231,Monica Harrison,Dog,Golden Retriever,RUBY,Female,5,2024-02-07,+447768172607
dog_5714,7378,Philip Clark,Dog,Golden Retriever,RUBY,Female,7,2024-03-30,+447167175757
dog_2298,6776,Tiffany Moore,Dog,Golden Retriever,RUBY,Female,5,2024-01-30,+447730798688
dog_7976,7902,Mark Garcia,Dog,Golden Retriever,RUBY,Female,3,2024-10-28,+447415379207
dog_2472,1893,Michael Peters,Dog,Golden Retriever,RUBY,Female,15,2024-05-29,+447052238466
dog_634,9037,James Campbell,Dog,Golden Retriever,RUSTY,Male,9,2024-07-02,+447404757687
dog_8621,7859,Carolyn Smith,Dog,Golden Retriever,RUSTY,Male,13,2024-02-16,+447598968313
dog_2300,6257,Breanna Stout,Dog,Golden Retriever,RUSTY,Male,3,2024-03-20,+447264718692
dog_8306,1377,Reginald Lewis,Dog,Golden Retriever,SADIE,Female,9,2024-02-29,+447518537603
dog_9108,1910,Daniel Cooper,Dog,Golden Retriever,SADIE,Female,3,2024-11-19,+447233633468
dog_8459,1290,Michael Garza,Dog,Golden Retriever,SADIE,Female,3,2024-04-29,+447894230302
dog_6074,2092,Anthony Thompson,Dog,Golden Retriever,SADIE,Female,6,2024-10-18,+447861577794
dog_3856,5250,Martha Riley,Dog,Golden Retriever,SAMSON,Male,4,2024-05-07,+447586931437
dog_7889,6344,Robert Wilson,Dog,Golden Retriever,SAMSON,Male,5,2024-01-28,+447724282610
dog_5269,3369,Nicole Hamilton,Dog,Golden Retriever,SAMSON,Male,4,2024-09-18,+447768395459
dog_2206,4728,Brandon Wright,Dog,Golden Retriever,SCOUT,Male,12,2024-01-02,+447062223111
dog_2288,3721,James Davis,Dog,Golden Retriever,SCOUT,Male,2,2024-09-07,+447823204089
dog_7453,5735,Tiffany Parker,Dog,Golden Retriever,SCOUT,Male,2,2024-12-24,+447706179816
dog_2594,8140,Carlos Lopez,Dog,Golden Retriever,SCOUT,Male,7,2024-04-16,+447961521149
dog_3890,9693,Martin Martinez,Dog,Golden Retriever,SHADOW,Male,3,2024-04-03,+447524290937
dog_8216,1222,Steven Gomez,Dog,Golden Retriever,SHADOW,Male,14,2024-05-25,+447893938204
dog_5535,4209,Leslie Wilson,Dog,Golden Retriever,SHADOW,Male,6,2024-02-05,+447558202055
dog_5342,1076,Barbara Smith,Dog,Golden Retriever,SHADOW,Male,3,2024-07-27,+447374852084
dog_8414,7022,Christopher Blevins,Dog,Golden Retriever,SHADOW,Male,8,2024-03-03,+447739313081
dog_4489,2549,Jeffery Morrison,Dog,Golden Retriever,SHADOW,Male,3,2024-12-04,+447017617714
dog_7982,8804,Lawrence Massey,Dog,Golden Retriever,SOPHIE,Female,15,2024-02-25,+447263500550
dog_3286,6957,Scott Vincent,Dog,Golden Retriever,SOPHIE,Female,8,2024-02-10,+447257731149
dog_3089,1607,Jennifer Murphy,Dog,Golden Retriever,SOPHIE,Female,10,2024-10-09,+447458809916
dog_6050,6625,Thomas Stanton,Dog,Golden Retriever,SOPHIE,Female,6,2024-06-16,+447248743847
dog_2448,8535,Juan Carlson,Dog,Golden Retriever,SOPHIE,Female,9,2024-07-04,+447885403158
dog_1142,3498,Jennifer Melendez,Dog,Golden Retriever,SPIKE,Male,11,2024-04-12,+447863192010
dog_767,4100,Brandon Long,Dog,Golden Retriever,SPIKE,Male,13,2024-02-20,+447580403985
dog_4737,7853,Jill Goodman,Dog,Golden Retriever,SPIKE,Male,9,2024-09-21,+447222214948
dog_1139,1827,Amy Garcia,Dog,Golden Retriever,SPIKE,Male,3,2024-03-25,+447767316327
dog_7707,8801,Jerry Carpenter,Dog,Golden Retriever,SPIKE,Male,15,2024-09-20,+447043929828
dog_5847,6801,Diana Simmons,Dog,Golden Retriever,TEDDY,Male,7,2024-01-31,+447856973700
dog_2901,2886,Lauren Ray,Dog,Golden Retriever,TEDDY,Male,7,2024-02-21,+447421956810
dog_2681,8431,Kylie Massey,Dog,Golden Retriever,TEDDY,Male,2,2024-06-18,+447233643994
dog_3224,8503,Patrick Fox,Dog,Golden Retriever,TEDDY,Male,1,2024-12-11,+447957171494
dog_7639,4043,Daniel Alexander,Dog,Golden Retriever,THOR,Male,8,2024-10-10,+447667705337
dog_5585,5392,Sarah Wright,Dog,Golden Retriever,THOR,Male,13,2024-06-26,+447777844055
dog_5686,5924,Lawrence Morgan,Dog,Golden Retriever,THOR,Male,10,2024-10-16,+447405238101
dog_2597,4239,Mrs. Kathy Bradley,Dog,Golden Retriever,THOR,Male,3,2024-11-22,+447143924151
dog_980,4313,Jason Howard,Dog,Golden Retriever,THOR,Male,5,2024-01-18,+447743646407
dog_1968,6346,Tina Tate,Dog,Golden Retriever,THOR,Male,5,2024-02-26,+447057111854
dog_1724,2086,Tammy Johnson,Dog,Golden Retriever,THOR,Male,14,2024-12-22,+447870112051
dog_146,8593,Gregory Gilmore,Dog,Golden Retriever,THOR,Male,13,2024-05-27,+447535585944
dog_5120,5808,William Lee,Dog,Golden Retriever,TILLY,Female,3,2024-12-17,+447356427887
dog_4362,6833,Brent Jones,Dog,Golden Retriever,TILLY,Female,15,2024-09-08,+447728214976
dog_3043,3322,Christopher Munoz,Dog,Golden Retriever,TILLY,Female,11,2024-04-06,+447476547536
dog_593,9091,Christopher Moore,Dog,Golden Retriever,TILLY,Female,2,2024-12-29,+447682251121
dog_1902,9091,Christopher Moore,Dog,Golden Retriever,TILLY,Female,5,2024-12-15,+447682251121
dog_1789,6104,Patricia Larsen,Dog,Golden Retriever,TILLY,Female,4,2024-11-12,+447109752672
dog_2814,2843,Steven Page,Dog,Golden Retriever,TILLY,Female,14,2024-06-16,+447345318473
dog_4765,3062,Chad Davis,Dog,Golden Retriever,TOBY,Male,14,2024-06-24,+447394820550
dog_9381,4253,Carol Garcia,Dog,Golden Retriever,TOBY,Male,3,2024-06-12,+447952102043
dog_6063,8092,Kendra White,Dog,Golden Retriever,TOBY,Male,4,2024-03-01,+447344275677
dog_8059,1124,Jason Olson,Dog,Golden Retriever,TOBY,Male,1,2024-06-23,+447859401373
dog_1351,8907,Ethan Henderson,Dog,Golden Retriever,TOBY,Male,1,2024-07-08,+447786601632
dog_7845,8249,Lisa Thomas,Dog,Golden Retriever,TOBY,Male,11,2024-12-22,+447583823524
dog_2132,1636,Charlotte Robertson,Dog,Golden Retriever,TOBY,Male,10,2024-02-29,+447370191838
dog_4187,7003,William Mcdonald,Dog,Golden Retriever,TOBY,Male,12,2024-11-11,+447523559410
dog_3300,5481,Laura Richardson,Dog,Golden Retriever,TOBY,Male,5,2024-12-25,+447153480763
dog_7697,4040,Karen Webster,Dog,Golden Retriever,TOBY,Male,1,2024-02-12,+447943832589
dog_7743,9208,John Barnes,Dog,Golden Retriever,TOBY,Male,2,2024-04-12,+447505913613
dog_3963,6515,Veronica Middleton,Dog,Golden Retriever,WILLOW,Female,9,2024-10-22,+447014776731
dog_7351,2646,Lindsey Ortiz,Dog,Golden Retriever,WILLOW,Female,10,2024-11-05,+447423161916
dog_3534,8724,Shannon Cooper,Dog,Golden Retriever,WILLOW,Female,1,2024-01-12,+447856914281
dog_309,3029,Patrick Cole,Dog,Golden Retriever,WILLOW,Female,1,2024-02-08,+447081679539
dog_344,6879,George Howard,Dog,Golden Retriever,ZARA,Female,6,2024-09-19,+447105304636
dog_3386,7526,Jennifer Taylor,Dog,Golden Retriever,ZARA,Female,9,2024-08-07,+447264440711
dog_6403,5914,Casey Day,Dog,Golden Retriever,ZARA,Female,9,2024-08-07,+447418936763
dog_8933,8244,Hailey Reyes,Dog,Golden Retriever,ZEUS,Male,1,2024-06-07,+447794258938
dog_8485,6911,Valerie Elliott,Dog,Golden Retriever,ZEUS,Male,8,2024-08-13,+447416891817
dog_2935,4868,Brooke Wilson,Dog,Golden Retriever,ZIGGY,Male,5,2024-08-17,+447241254509
dog_7652,3306,Victoria Hamilton,Dog,Golden Retriever,ZIGGY,Male,2,2024-06-19,+447633831175
dog_4961,9217,Jennifer Foster,Dog,Golden Retriever,ZIGGY,Male,7,2024-07-29,+447210739504
dog_4628,8858,Darren May,Dog,Golden Retriever,ZIGGY,Male,10,2024-03-25,+447811134838
dog_3566,8942,Kathleen Singh,Dog,Golden Retriever,ZIGGY,Male,10,2024-02-20,+447999618118
dog_1867,9311,Jesse Estrada,Dog,Golden Retriever,ZOE,Female,7,2024-08-12,+447979298684
dog_5750,6176,Jennifer Montoya,Dog,Golden Retriever,ZOE,Female,8,2024-09-30,+447314191991
dog_6200,4151,Matthew Moore,Dog,Golden Retriever,ZOE,Female,9,2024-12-06,+447170991812
dog_6113,2850,Tina Lawson,Dog,Golden Retriever,ZOE,Female,14,2024-05-02,+447927426410
dog_601,6022,Angela James,Dog,Labrador Retriever,ACE,Male,14,2024-02-29,+447518955692
dog_4856,6031,Hannah Thompson,Dog,Labrador Retriever,ACE,Male,13,2024-07-01,+447241595961
dog_9008,9263,Nicole Murray,Dog,Labrador Retriever,ACE,Male,8,2024-07-26,+447547269058
dog_5502,8848,Andrew Rios,Dog,Labrador Retriever,ACE,Male,11,2024-10-02,+447320745332
dog_485,4272,John Wilson,Dog,Labrador Retriever,APOLLO,Male,5,2024-05-11,+447400323295
dog_8445,1566,Rachael Reed,Dog,Labrador Retriever,APOLLO,Male,9,2024-02-09,+447192738398
dog_4102,5457,Mr. Timothy Anderson,Dog,Labrador Retriever,APOLLO,Male,4,2024-01-27,+447867578049
dog_2906,5183,Edwin Bryan,Dog,Labrador Retriever,BAXTER,Male,4,2024-02-15,+447245378127
dog_1235,4048,Abigail Ayala,Dog,Labrador Retriever,BAXTER,Male,3,2024-11-25,+447525340679
dog_4323,9110,Sandra Brown,Dog,Labrador Retriever,BAXTER,Male,2,2024-06-23,+447008740933
dog_8026,8756,Margaret Schneider,Dog,Labrador Retriever,BAXTER,Male,3,2024-11-23,+447667928775
dog_4460,2002,Corey Spencer DDS,Dog,Labrador Retriever,BAXTER,Male,11,2024-12-01,+447055329482
dog_6447,1513,John Williams,Dog,Labrador Retriever,BEAR,Male,5,2024-06-05,+447053564993
dog_3238,4255,Ashley Miller,Dog,Labrador Retriever,BEAR,Male,5,2024-02-13,+447842191193
dog_1050,7635,Jack Glenn,Dog,Labrador Retriever,BELLA,Female,15,2024-10-29,+447524675244
dog_5694,1134,Jennifer Ray,Dog,Labrador Retriever,BELLA,Female,1,2024-09-18,+447329893829
dog_3462,7505,Elizabeth Chapman,Dog,Labrador Retriever,BELLA,Female,9,2024-08-15,+447504688472
dog_1542,9864,Isaac Delgado,Dog,Labrador Retriever,BELLA,Female,11,2024-01-07,+447842296995
dog_4185,9480,Benjamin Vargas,Dog,Labrador Retriever,BENTLEY,Male,15,2024-06-30,+447177415661
dog_9071,4397,Sandra Stephenson,Dog,Labrador Retriever,BENTLEY,Male,15,2024-06-16,+447570416699
dog_4053,4215,Gloria Ellis,Dog,Labrador Retriever,BENTLEY,Male,1,2024-09-13,+447752523214
